"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"1327",2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,1,1,1,1,6,4,4,4,2,1,3,21,64435,"male","some college",0,TRUE,5.2,5.2,4.8,1,4.4,69.3,82.5,69.8,1.5,39.5
"1328",2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,3,2,3,3,2,4,5,4,5,4,2,3,21,64436,"female","some college",0,TRUE,3.8,4.4,3.4,2.6,3.6,16,52.1,23.1,35.3,12.1
"1329",3,6,5,6,5,5,6,5,2,2,2,4,5,4,6,2,2,3,1,2,6,1,5,4,3,2,,14,64437,"female",,2,TRUE,5.2,5.2,4.6,2,5,69.3,82.5,62.8,18.8,66.4
"1330",4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,2,4,3,5,5,6,1,6,3,1,1,30,64438,"male","HS",0,TRUE,2.8,2.8,4,3,3.4,4.2,7.1,41.9,47.5,8
"1331",4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,3,2,5,3,3,5,2,5,5,3,2,3,37,64439,"female","some college",0,TRUE,4.6,5.2,4.6,3.2,4.8,42.2,82.5,62.8,53.1,57.7
"1332",3,4,5,4,5,3,3,2,5,5,2,4,5,6,5,3,4,4,2,2,4,6,4,2,3,2,,16,64440,"female",,2,TRUE,4.4,2.4,4.8,3,3,34.5,3.5,69.8,47.5,2.8
"1333",2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4,1,3,19,64446,"male","some college",0,TRUE,4.8,2.6,1.6,6,4.2,50.9,5.1,1.8,99.5,31.3
"1334",2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,2,1,2,4,1,2,5,3,2,3,26,64450,"female","some college",0,TRUE,4.4,3.8,3.2,2,4.2,34.5,30.7,18.9,18.8,31.3
"1335",1,6,5,,4,5,6,4,4,2,1,4,4,5,3,6,6,6,6,5,3,4,5,6,3,2,3,49,64453,"female","some college",1,TRUE,5.2,4.6,4.2,5.8,4.2,69.3,60.3,48.9,98.5,31.3
"1336",2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,4,5,2,3,3,4,3,4,5,4,1,5,25,64456,"male","graduate degree",0,TRUE,4,3.2,4,3.4,4,21.2,13.8,41.9,58.2,23.7
"1337",1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,6,5,5,6,5,6,1,6,6,1,2,2,22,64458,"female","finished HS",0,TRUE,4.8,2.4,5.2,5.4,6,50.9,3.5,83.3,96.4,98.1
"1338",5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,3,4,4,4,5,5,5,4,2,4,2,3,19,64459,"female","some college",0,TRUE,4,3.8,3,4,3.2,21.2,30.7,15.1,74.3,4.9
"1339",2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1,2,3,19,64460,"female","some college",0,TRUE,5,3.6,4.8,2.8,5,60.3,24.2,69.8,41.3,66.4
"1340",1,5,5,4,6,6,5,6,1,1,2,4,4,5,4,1,3,3,4,5,4,2,5,5,3,2,3,19,64461,"female","some college",0,TRUE,5.2,5.8,4.2,3.2,4.6,69.3,96.4,48.9,53.1,48.5
"1341",3,5,4,5,6,5,,,4,5,2,1,5,6,4,1,1,5,4,1,6,1,5,6,4,1,1,16,64462,"male","HS",2,TRUE,4.8,4,5.2,2.4,5.2,50.9,37.5,83.3,29.6,74.6
"1342",1,6,,6,5,4,5,6,4,1,4,5,3,6,4,1,4,1,1,4,3,5,4,2,3,2,4,49,64463,"female","college graduate",1,TRUE,5.6,4.8,3.6,2.2,3,86,68.3,28.5,24.1,2.8
"1343",2,4,5,6,5,5,6,4,2,4,2,5,5,5,4,3,4,5,5,4,6,5,5,6,1,2,4,54,64464,"female","college graduate",0,TRUE,5,4.6,4.2,4.2,5,60.3,60.3,48.9,79.4,66.4
"1344",1,6,4,4,4,4,4,5,2,2,1,2,5,5,5,3,,3,2,4,6,2,5,2,3,2,5,40,64466,"female","graduate degree",1,TRUE,4.8,4.6,5.2,3.2,4.4,50.9,60.3,83.3,53.1,39.5
"1345",3,4,5,4,6,3,4,4,4,4,4,4,,5,4,2,4,3,3,3,4,3,4,5,3,1,3,20,64467,"male","some college",1,TRUE,4.6,3.4,3.8,3,4.2,42.2,18.6,34.9,47.5,31.3
"1346",3,5,5,5,5,5,5,4,2,2,2,2,4,6,5,2,2,2,2,2,4,2,5,4,3,1,3,20,64468,"male","some college",0,TRUE,4.8,4.8,5,2,4.4,50.9,68.3,76.9,18.8,39.5
"1347",5,6,6,1,6,5,6,2,5,6,1,1,6,6,6,1,5,5,5,4,6,4,6,6,1,2,5,28,64469,"female","graduate degree",0,TRUE,4.2,3.2,6,4,5.4,27.6,13.8,98.8,74.3,82.2
"1348",4,6,5,2,5,6,5,6,2,5,3,4,6,4,6,6,6,6,6,5,6,4,6,6,1,2,4,35,64471,"female","college graduate",0,TRUE,4.2,4.8,4.6,5.8,5.4,27.6,68.3,62.8,98.5,82.2
"1349",2,4,4,3,4,3,2,3,4,6,6,5,4,2,4,4,4,4,4,2,5,4,4,4,2,1,5,67,64479,"male","graduate degree",0,TRUE,4,2.4,2.6,3.6,4.2,21.2,3.5,8.6,63.6,31.3
"1350",1,6,6,6,4,6,4,6,1,1,1,1,4,5,6,2,3,3,2,2,5,1,4,6,5,2,3,26,64481,"female","some college",0,TRUE,5.6,5.6,5.4,2.4,4.6,86,92.9,88.7,29.6,48.5
"1351",2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,2,6,1,1,1,6,1,6,6,1,1,3,23,64483,"male","some college",0,TRUE,3.8,5.6,6,2.2,6,16,92.9,98.8,24.1,98.1
"1352",1,6,5,6,4,5,2,4,1,4,4,4,4,5,4,1,1,1,4,5,4,4,4,5,2,1,1,43,64484,"male","HS",0,TRUE,5.4,4,3.8,2.4,4.2,78.1,37.5,34.9,29.6,31.3
"1353",3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,4,5,3,4,6,5,3,5,5,2,2,3,20,64487,"female","some college",0,TRUE,5.4,4.8,3.8,4.4,4.8,78.1,68.3,34.9,83.8,57.7
"1354",,6,5,4,6,5,2,6,2,1,2,1,4,6,6,5,5,1,4,3,6,1,3,1,2,2,3,31,64488,"female","some college",1,TRUE,5.2,4.8,5.4,3.6,4.2,69.3,68.3,88.7,63.6,31.3
"1355",1,5,5,5,5,5,4,5,4,4,1,1,4,6,,3,4,4,4,1,5,2,6,6,1,2,5,56,64490,"female","graduate degree",1,TRUE,5.2,4,5.4,3.2,5.6,69.3,37.5,88.7,53.1,88.9
"1356",3,5,5,6,4,5,5,5,2,2,2,2,4,5,5,2,2,1,2,2,5,2,5,6,2,1,3,20,64491,"male","some college",0,TRUE,4.8,5,4.8,1.8,5.2,50.9,75.8,69.8,13.8,74.6
"1357",2,4,5,5,3,6,4,2,5,5,5,6,3,2,5,2,2,1,3,3,6,2,5,6,1,1,4,28,64493,"male","college graduate",0,TRUE,4.4,3.2,2.6,2.2,5.6,34.5,13.8,8.6,24.1,88.9
"1358",3,5,4,6,5,5,5,6,1,1,6,6,2,2,4,4,4,2,4,4,5,1,5,6,2,1,4,28,64495,"male","college graduate",0,TRUE,4.8,5.6,2,3.6,5.4,50.9,92.9,3.8,63.6,82.2
"1359",2,4,2,1,2,6,6,3,3,2,5,6,2,2,3,2,4,1,2,1,6,2,3,5,1,2,3,25,64496,"female","some college",0,TRUE,2.8,4.8,2,2,5,4.2,68.3,3.8,18.8,66.4
"1360",2,4,2,1,3,6,6,3,2,2,4,5,4,2,4,1,4,2,1,1,6,2,4,5,1,2,3,25,64499,"female","some college",0,TRUE,3,5,3,1.8,5.2,5.7,75.8,15.1,13.8,74.6
"1361",5,5,4,3,4,4,3,4,4,6,3,4,4,5,6,6,6,5,4,4,5,2,4,4,3,2,4,35,64501,"female","college graduate",0,TRUE,3.6,3,4.4,5,4.4,12.6,9.9,55.8,92.6,39.5
"1362",1,5,5,5,4,4,4,5,3,5,6,6,2,4,3,2,5,5,5,5,5,2,4,5,2,2,,15,64507,"female",,2,TRUE,5,3.8,2.2,4.4,4.8,60.3,30.7,5,83.8,57.7
"1363",3,4,3,5,5,5,5,4,4,5,4,2,4,4,3,4,4,4,3,4,3,2,5,5,3,1,3,56,64508,"male","some college",0,TRUE,4.2,3.8,3.8,3.8,4.4,27.6,30.7,34.9,69.1,39.5
"1364",4,5,4,4,5,5,5,6,1,1,3,1,4,6,6,4,2,1,1,5,6,2,5,5,4,2,3,20,64510,"female","some college",0,TRUE,4.2,5.6,5.2,2.6,4.8,27.6,92.9,83.3,35.3,57.7
"1365",1,6,5,6,6,6,6,6,1,1,5,4,3,5,5,5,3,2,4,4,5,2,4,5,5,2,3,39,64511,"female","some college",0,TRUE,5.8,6,3.6,3.6,4.2,92.2,98.9,28.5,63.6,31.3
"1366",1,6,5,6,2,6,6,6,2,4,6,6,3,1,4,5,5,6,5,5,6,4,6,6,1,1,2,35,64512,"male","finished HS",0,TRUE,5,5.2,2,5.2,5.4,60.3,82.5,3.8,94.6,82.2
"1367",2,6,6,4,6,5,6,4,2,4,5,2,6,6,6,1,2,2,4,1,5,2,6,6,2,2,3,22,64513,"female","some college",0,TRUE,5.4,4.6,5,2,5.4,78.1,60.3,76.9,18.8,82.2
"1368",5,6,5,5,4,4,6,4,2,2,2,2,4,4,4,3,3,4,4,5,4,3,3,6,4,2,3,26,64514,"female","some college",0,TRUE,4.4,4.8,4.4,3.8,4,34.5,68.3,55.8,69.1,23.7
"1369",3,5,5,4,5,4,2,4,3,4,1,4,4,4,5,1,4,1,1,1,6,3,5,6,3,2,1,31,64516,"female","HS",0,TRUE,4.6,3.4,4.4,1.6,5,42.2,18.6,55.8,9.8,66.4
"1370",1,6,6,6,6,6,5,5,1,2,3,1,4,5,5,1,3,5,4,4,3,4,5,6,2,2,4,50,64518,"female","college graduate",0,TRUE,6,5.4,4.8,3.4,4.4,97.6,88.2,69.8,58.2,39.5
"1371",2,5,4,6,5,1,5,5,1,2,3,1,5,2,2,1,1,1,1,1,2,1,5,4,1,1,,51,64519,"male",,2,TRUE,5,4.4,3.8,1,4.6,60.3,52.1,34.9,1.5,48.5
"1372",5,2,3,2,2,6,6,6,1,1,3,4,4,2,6,1,1,1,2,1,5,1,6,5,1,1,4,23,64520,"male","college graduate",0,TRUE,2.2,6,3.8,1.2,5.6,1.3,98.9,34.9,3.8,88.9
"1373",1,6,5,6,5,5,5,4,4,5,2,2,2,5,5,5,5,3,4,5,5,5,4,5,5,2,5,40,64522,"female","graduate degree",0,TRUE,5.6,3.8,4.4,4.4,3.6,86,30.7,55.8,83.8,12.1
"1374",1,6,6,6,6,6,2,2,5,6,1,2,5,6,4,2,2,1,1,4,5,6,3,5,1,2,2,44,64525,"female","finished HS",0,TRUE,6,2.6,5.2,2,4,97.6,5.1,83.3,18.8,23.7
"1375",3,5,5,6,5,4,5,5,1,3,1,2,5,6,6,1,1,2,1,,6,2,6,6,2,1,3,19,64528,"male","some college",1,TRUE,5,4.8,5.6,1.6,5.6,60.3,68.3,93,9.8,88.9
"1376",5,2,2,4,3,5,4,4,2,2,3,3,3,3,3,3,2,4,2,2,5,3,3,4,4,1,4,43,64530,"male","college graduate",0,TRUE,2.6,4.6,3.4,2.6,3.8,2.9,60.3,23.1,35.3,17.3
"1377",4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,1,4,1,1,1,4,2,4,5,2,2,3,20,64532,"female","some college",0,TRUE,4,3.6,4.2,1.6,4.6,21.2,24.2,48.9,9.8,48.5
"1378",3,5,3,5,4,6,5,4,1,1,2,2,3,5,5,3,4,3,3,3,4,3,3,5,3,1,3,24,64537,"male","some college",0,TRUE,4.2,5.4,4.6,3.2,4,27.6,88.2,62.8,53.1,23.7
"1379",1,6,6,6,6,6,5,6,1,2,4,4,4,6,4,1,1,1,1,1,4,3,5,6,1,1,4,55,64540,"male","college graduate",0,TRUE,6,5.6,4,1,5,97.6,92.9,41.9,1.5,66.4
"1380",2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,2,2,2,2,6,4,5,4,4,2,5,45,64541,"female","graduate degree",0,TRUE,5.4,2.4,5.6,2,4.2,78.1,3.5,93,18.8,31.3
"1381",1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,2,3,3,3,5,2,5,4,2,2,5,25,64543,"female","graduate degree",0,TRUE,5.8,3,6,2.6,4.8,92.2,9.9,98.8,35.3,57.7
"1382",1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,1,2,3,3,3,5,2,5,5,1,2,3,21,64544,"female","some college",0,TRUE,5.6,3.6,4.8,2.4,5.2,86,24.2,69.8,29.6,74.6
"1383",5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,1,1,1,1,2,6,2,3,5,2,2,2,38,64545,"female","finished HS",0,TRUE,4.8,6,2.8,1.2,4.8,50.9,98.9,11.6,3.8,57.7
"1384",6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2,2,,17,64546,"female",,2,TRUE,1.2,4.4,1.4,2,4.4,0.1,52.1,1.1,18.8,39.5
"1385",1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1,1,2,30,64547,"male","finished HS",0,TRUE,5.8,4,5,1.6,4.8,92.2,37.5,76.9,9.8,57.7
"1386",2,4,5,3,3,4,5,4,3,6,3,5,4,5,4,1,2,3,2,3,5,6,3,,3,1,4,22,64548,"male","college graduate",1,TRUE,4,3.6,3.8,2.2,3.6,21.2,24.2,34.9,24.1,12.1
"1387",1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,1,2,4,3,5,1,5,5,5,2,3,27,64549,"female","some college",0,TRUE,6,5.4,5.2,2.4,4.6,97.6,88.2,83.3,29.6,48.5
"1388",2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,5,5,4,6,5,5,5,3,6,5,2,3,48,64552,"female","some college",0,TRUE,4.6,2.6,3.6,5,3.6,42.2,5.1,28.5,92.6,12.1
"1389",2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,5,4,5,5,1,5,1,6,6,1,1,,55,64555,"male",,2,TRUE,5.8,4.8,5.8,4,5.8,92.2,68.3,96.2,74.3,94.1
"1390",1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,5,2,3,2,4,1,6,6,2,2,3,21,64556,"female","some college",0,TRUE,5.8,4.8,4.2,2.8,5.4,92.2,68.3,48.9,41.3,82.2
"1391",2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,4,4,2,5,3,2,6,5,3,4,1,2,23,64557,"male","finished HS",0,TRUE,4,2.8,3.8,3.6,2.8,21.2,7.1,34.9,63.6,1.6
"1392",5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,2,3,3,5,5,2,3,2,2,3,20,64562,"female","some college",0,TRUE,3,2.6,3.6,2.6,3.4,5.7,5.1,28.5,35.3,8
"1393",1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,3,4,5,3,6,4,6,5,6,1,2,3,23,64563,"female","some college",0,TRUE,5.8,4.4,4.4,4.2,4.4,92.2,52.1,55.8,79.4,39.5
"1394",1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,3,2,6,4,2,4,2,5,5,3,2,4,24,64564,"female","college graduate",0,TRUE,5.2,4.6,4.4,3.4,4.6,69.3,60.3,55.8,58.2,48.5
"1395",1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,4,4,1,1,3,4,1,4,6,6,2,2,29,64565,"female","finished HS",0,TRUE,5.6,5.4,3.6,2.6,4.2,86,88.2,28.5,35.3,31.3
"1396",1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,5,5,5,6,6,6,5,5,6,5,2,5,30,64567,"female","graduate degree",0,TRUE,4.2,4.2,3.6,5.4,4.2,27.6,44.3,28.5,96.4,31.3
"1397",2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,4,5,5,4,5,6,2,5,6,3,2,3,33,64568,"female","some college",0,TRUE,5,4.4,4.2,4.6,5.2,60.3,52.1,48.9,87.5,74.6
"1398",1,5,6,6,6,5,3,4,2,5,2,4,6,4,,5,6,5,5,4,4,5,6,6,3,2,4,24,64571,"female","college graduate",1,TRUE,5.8,3.8,4.6,5,4.4,92.2,30.7,62.8,92.6,39.5
"1399",4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3,2,5,26,64572,"female","graduate degree",0,TRUE,2.4,4.2,3.6,5.2,5,1.9,44.3,28.5,94.6,66.4
"1400",4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2,1,4,41,64573,"male","college graduate",0,TRUE,3.4,3.4,3.6,2.2,5.4,9.7,18.6,28.5,24.1,82.2
"1401",3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4,1,1,19,64577,"male","HS",0,TRUE,3.6,5,4,3.8,4.4,12.6,75.8,41.9,69.1,39.5
"1402",4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3,2,1,20,64579,"female","HS",0,TRUE,1.8,2.6,1.8,5.4,4.4,0.5,5.1,2.7,96.4,39.5
"1403",6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5,2,5,44,64581,"female","graduate degree",0,TRUE,4.4,5.6,4,3.6,4.6,34.5,92.9,41.9,63.6,48.5
"1404",1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1,2,3,27,64583,"female","some college",0,TRUE,5.8,3.4,4.4,2.2,5.2,92.2,18.6,55.8,24.1,74.6
"1405",3,5,5,6,,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2,2,4,33,64585,"female","college graduate",1,TRUE,5,5,5.4,3,4,60.3,75.8,88.7,47.5,23.7
"1406",1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2,2,5,40,64586,"female","graduate degree",0,TRUE,4.4,4,2.6,3,5,34.5,37.5,8.6,47.5,66.4
"1407",6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3,2,,17,64588,"female",,2,TRUE,2.8,4,5.4,5.8,4.8,4.2,37.5,88.7,98.5,57.7
"1408",1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2,2,3,20,64591,"female","some college",0,TRUE,4.4,4.8,2.8,3.8,4.8,34.5,68.3,11.6,69.1,57.7
"1409",2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3,2,2,25,64593,"female","finished HS",0,TRUE,4.6,4.6,4,2.4,4.2,42.2,60.3,41.9,29.6,31.3
"1410",4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2,1,3,18,64595,"male","some college",0,TRUE,3,3.6,2.8,2.2,4.2,5.7,24.2,11.6,24.1,31.3
"1411",1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6,2,3,22,64600,"female","some college",0,TRUE,5.6,2.8,5.4,2,4,86,7.1,88.7,18.8,23.7
"1412",2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2,1,2,27,64603,"male","finished HS",0,TRUE,4.2,4.2,3.6,2.2,4.8,27.6,44.3,28.5,24.1,57.7
"1413",5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1,2,1,18,64605,"female","HS",0,TRUE,3.6,4.4,4.2,5.8,6,12.6,52.1,48.9,98.5,98.1
"1414",1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1,2,4,24,64606,"female","college graduate",0,TRUE,4.8,2.8,5.2,4.2,5.6,50.9,7.1,83.3,79.4,88.9
"1415",4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2,1,5,35,64607,"male","graduate degree",0,TRUE,4.8,4.8,4.8,2,4,50.9,68.3,69.8,18.8,23.7
"1416",1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1,1,5,40,64612,"male","graduate degree",0,TRUE,5.4,4,5,2.8,5.6,78.1,37.5,76.9,41.3,88.9
"1417",1,6,5,5,5,2,3,3,2,,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2,2,4,29,64614,"female","college graduate",1,TRUE,5.4,3.4,3.8,2,5,78.1,18.6,34.9,18.8,66.4
"1418",2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2,2,4,24,64618,"female","college graduate",0,TRUE,5.4,3.8,4.8,4.2,5.2,78.1,30.7,69.8,79.4,74.6
"1419",3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5,2,,14,64620,"female",,2,TRUE,4.4,3.8,4.8,5.4,4.4,34.5,30.7,69.8,96.4,39.5
"1420",3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5,2,4,54,64621,"female","college graduate",0,TRUE,4,5.8,4.2,3.8,3,21.2,96.4,48.9,69.1,2.8
"1421",1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3,2,4,29,64622,"female","college graduate",0,TRUE,4.4,4,3.2,3.8,4.4,34.5,37.5,18.9,69.1,39.5
"1422",3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1,1,3,26,64623,"male","some college",0,TRUE,5.2,3.4,4.8,4,5.4,69.3,18.6,69.8,74.3,82.2
"1423",1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2,2,3,26,64626,"female","some college",0,TRUE,5.2,4.2,4.4,1.8,4.8,69.3,44.3,55.8,13.8,57.7
"1424",2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2,2,4,26,64627,"female","college graduate",0,TRUE,4,5.2,3.6,3.4,4.4,21.2,82.5,28.5,58.2,39.5
"1425",2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2,2,3,39,64630,"female","some college",0,TRUE,5.8,5.6,4.8,2.4,4.6,92.2,92.9,69.8,29.6,48.5
"1426",3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4,2,1,18,64634,"female","HS",0,TRUE,3.2,2.6,2.2,5,3.2,7.4,5.1,5,92.6,4.9
"1427",5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2,2,2,28,64636,"female","finished HS",0,TRUE,4,5.6,4,2.4,4.2,21.2,92.9,41.9,29.6,31.3
"1428",3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3,2,,16,64638,"female",,2,TRUE,2.8,3.6,1.8,4,3.8,4.2,24.2,2.7,74.3,17.3
"1429",1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4,1,5,27,64639,"male","graduate degree",0,TRUE,5.2,4.2,3.8,2.8,3.8,69.3,44.3,34.9,41.3,17.3
"1430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,23,64642,"male","some college",0,TRUE,2,3,3,1,3,0.8,9.9,15.1,1.5,2.8
"1431",1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1,2,3,32,64648,"female","some college",0,TRUE,5.6,5.6,5.2,3.8,5.6,86,92.9,83.3,69.1,88.9
"1432",1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1,1,5,56,64652,"male","graduate degree",0,TRUE,6,4.8,5.8,1.6,6,97.6,68.3,96.2,9.8,98.1
"1433",4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3,2,3,19,64656,"female","some college",0,TRUE,5,4.6,5,3.6,5.2,60.3,60.3,76.9,63.6,74.6
"1434",2,5,4,,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3,2,4,26,64658,"female","college graduate",1,TRUE,4.8,3.8,2,2.8,4.6,50.9,30.7,3.8,41.3,48.5
"1435",2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5,2,4,41,64660,"female","college graduate",0,TRUE,5.2,5.8,3.4,5.2,3.6,69.3,96.4,23.1,94.6,12.1
"1436",2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1,1,5,67,64661,"male","graduate degree",0,TRUE,4.2,5,3.2,1,5.8,27.6,75.8,18.9,1.5,94.1
"1437",4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2,1,2,36,64664,"male","finished HS",0,TRUE,3.4,5,2,3,5,9.7,75.8,3.8,47.5,66.4
"1438",1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2,2,5,32,64665,"female","graduate degree",0,TRUE,5.2,4.4,5.2,4,5,69.3,52.1,83.3,74.3,66.4
"1439",3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2,2,4,21,64668,"female","college graduate",0,TRUE,2.8,3.6,1.4,3.8,5.2,4.2,24.2,1.1,69.1,74.6
"1440",2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4,2,3,18,64669,"female","some college",0,TRUE,3.6,4.8,1.8,3.4,3.8,12.6,68.3,2.7,58.2,17.3
"1441",2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1,2,5,29,64670,"female","graduate degree",0,TRUE,3.4,4.4,2.8,4.8,5.4,9.7,52.1,11.6,90.3,82.2
"1442",2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2,2,3,26,64671,"female","some college",0,TRUE,4.2,3.6,4.4,4,3.4,27.6,24.2,55.8,74.3,8
"1443",2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5,2,3,19,64673,"female","some college",0,TRUE,2.8,4.4,1.6,3.2,4,4.2,52.1,1.8,53.1,23.7
"1444",1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2,1,,16,64675,"male",,2,TRUE,3.8,2.4,2.4,2.4,4.6,16,3.5,6.4,29.6,48.5
"1445",4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2,1,4,32,64679,"male","college graduate",0,TRUE,3.8,4.6,4.4,2.6,5,16,60.3,55.8,35.3,66.4
"1446",1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2,2,3,18,64680,"female","some college",0,TRUE,5.2,4,3.4,4.2,5,69.3,37.5,23.1,79.4,66.4
"1447",2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2,2,3,19,64682,"female","some college",0,TRUE,5.2,4.8,5,2,4.2,69.3,68.3,76.9,18.8,31.3
